X1	Y1	X2	Y2	X3	Y3	
3429.37	-3483.30	1.47	-1.98	-1153.50	3269.50	
3429.93	-3479.79	1.48	-1.98	-1155.98	3265.45	
3430.49	-3476.27	1.48	-1.98	-1158.47	3261.41	
3431.05	-3472.76	1.48	-1.98	-1160.95	3257.35	
3431.60	-3469.24	1.48	-1.99	-1163.43	3253.29	
3432.15	-3465.72	1.48	-1.99	-1165.90	3249.23	
3432.70	-3462.19	1.48	-1.99	-1168.38	3245.16	
3433.25	-3458.67	1.49	-1.99	-1170.85	3241.08	
3433.79	-3455.14	1.49	-1.99	-1173.32	3237.00	
3434.34	-3451.61	1.49	-1.99	-1175.79	3232.91	
3434.88	-3448.08	1.49	-2.00	-1178.26	3228.82	
3435.42	-3444.55	1.49	-2.00	-1180.72	3224.72	
3435.95	-3441.01	1.50	-2.00	-1183.18	3220.62	
3436.49	-3437.47	1.50	-2.00	-1185.65	3216.51	
3437.02	-3433.94	1.50	-2.00	-1188.10	3212.39	
3437.55	-3430.39	1.50	-2.00	-1190.56	3208.27	
3438.08	-3426.85	1.50	-2.01	-1193.02	3204.14	
3438.61	-3423.30	1.50	-2.01	-1195.47	3200.01	
3439.13	-3419.76	1.51	-2.01	-1197.92	3195.87	
3439.65	-3416.20	1.51	-2.01	-1200.37	3191.73	
3440.18	-3412.65	1.51	-2.01	-1202.81	3187.58	
3440.69	-3409.10	1.51	-2.01	-1205.26	3183.43	
3441.21	-3405.54	1.51	-2.02	-1207.70	3179.27	
3441.72	-3401.98	1.51	-2.02	-1210.14	3175.10	
3442.23	-3398.42	1.52	-2.02	-1212.58	3170.93	
3442.74	-3394.86	1.52	-2.02	-1215.01	3166.75	
3443.25	-3391.29	1.52	-2.02	-1217.44	3162.57	
3443.76	-3387.73	1.52	-2.02	-1219.87	3158.38	
3444.26	-3384.16	1.52	-2.03	-1222.30	3154.19	
3444.76	-3380.59	1.53	-2.03	-1224.73	3149.99	
3445.26	-3377.01	1.53	-2.03	-1227.15	3145.78	
3445.76	-3373.44	1.53	-2.03	-1229.58	3141.57	
3446.25	-3369.86	1.53	-2.03	-1232.00	3137.35	
3446.74	-3366.28	1.53	-2.03	-1234.41	3133.13	
3447.23	-3362.70	1.53	-2.04	-1236.83	3128.90	
3447.72	-3359.11	1.54	-2.04	-1239.24	3124.67	
3448.21	-3355.53	1.54	-2.04	-1241.65	3120.43	
3448.69	-3351.94	1.54	-2.04	-1244.06	3116.18	
3449.17	-3348.35	1.54	-2.04	-1246.47	3111.93	
3449.65	-3344.76	1.54	-2.04	-1248.87	3107.68	
3450.13	-3341.16	1.55	-2.05	-1251.27	3103.41	
3450.61	-3337.57	1.55	-2.05	-1253.67	3099.14	
3451.08	-3333.97	1.55	-2.05	-1256.07	3094.87	
3451.55	-3330.37	1.55	-2.05	-1258.46	3090.59	
3452.02	-3326.76	1.55	-2.05	-1260.86	3086.30	
3452.48	-3323.16	1.55	-2.05	-1263.25	3082.01	
3452.95	-3319.55	1.56	-2.06	-1265.63	3077.71	
3453.41	-3315.94	1.56	-2.06	-1268.02	3073.41	
3453.87	-3312.33	1.56	-2.06	-1270.40	3069.10	
3454.33	-3308.72	1.56	-2.06	-1272.78	3064.78	
3454.78	-3305.10	1.56	-2.06	-1275.16	3060.46	
3455.24	-3301.48	1.57	-2.06	-1277.53	3056.13	
3455.69	-3297.86	1.57	-2.07	-1279.91	3051.80	
3456.13	-3294.24	1.57	-2.07	-1282.28	3047.46	
3456.58	-3290.62	1.57	-2.07	-1284.64	3043.12	
3457.03	-3286.99	1.57	-2.07	-1287.01	3038.77	
3457.47	-3283.36	1.57	-2.07	-1289.37	3034.41	
3457.91	-3279.73	1.58	-2.07	-1291.73	3030.05	
3458.34	-3276.10	1.58	-2.08	-1294.09	3025.68	
3458.78	-3272.46	1.58	-2.08	-1296.44	3021.30	
3459.21	-3268.83	1.58	-2.08	-1298.80	3016.92	
3459.64	-3265.19	1.58	-2.08	-1301.15	3012.54	
3460.07	-3261.55	1.59	-2.08	-1303.49	3008.15	
3460.50	-3257.90	1.59	-2.08	-1305.84	3003.75	
3460.92	-3254.26	1.59	-2.08	-1308.18	2999.34	
3461.34	-3250.61	1.59	-2.09	-1310.52	2994.93	
3461.76	-3246.96	1.59	-2.09	-1312.86	2990.52	
3462.18	-3243.31	1.59	-2.09	-1315.19	2986.09	
3462.59	-3239.66	1.60	-2.09	-1317.52	2981.67	
3463.01	-3236.00	1.60	-2.09	-1319.85	2977.23	
3463.42	-3232.34	1.60	-2.09	-1322.18	2972.79	
3463.83	-3228.68	1.60	-2.10	-1324.50	2968.34	
3464.23	-3225.02	1.60	-2.10	-1326.82	2963.89	
3464.63	-3221.35	1.61	-2.10	-1329.14	2959.43	
3465.04	-3217.69	1.61	-2.10	-1331.46	2954.97	
3465.43	-3214.02	1.61	-2.10	-1333.77	2950.50	
3465.83	-3210.35	1.61	-2.10	-1336.08	2946.02	
3466.22	-3206.67	1.61	-2.11	-1338.39	2941.54	
3466.62	-3203.00	1.62	-2.11	-1340.69	2937.05	
3467.01	-3199.32	1.62	-2.11	-1342.99	2932.56	
3467.39	-3195.64	1.62	-2.11	-1345.29	2928.05	
3467.78	-3191.96	1.62	-2.11	-1347.59	2923.55	
3468.16	-3188.28	1.62	-2.11	-1349.88	2919.03	
3468.54	-3184.59	1.62	-2.12	-1352.17	2914.51	
3468.92	-3180.90	1.63	-2.12	-1354.46	2909.99	
3469.29	-3177.21	1.63	-2.12	-1356.74	2905.46	
3469.67	-3173.52	1.63	-2.12	-1359.02	2900.92	
3470.04	-3169.83	1.63	-2.12	-1361.30	2896.37	
3470.41	-3166.13	1.63	-2.12	-1363.58	2891.82	
3470.77	-3162.43	1.64	-2.13	-1365.85	2887.27	
3471.14	-3158.73	1.64	-2.13	-1368.12	2882.71	
3471.50	-3155.03	1.64	-2.13	-1370.39	2878.14	
3471.86	-3151.32	1.64	-2.13	-1372.65	2873.56	
3472.22	-3147.61	1.64	-2.13	-1374.91	2868.98	
3472.57	-3143.90	1.64	-2.13	-1377.17	2864.39	
3472.92	-3140.19	1.65	-2.14	-1379.43	2859.80	
3473.27	-3136.48	1.65	-2.14	-1381.68	2855.20	
3473.62	-3132.76	1.65	-2.14	-1383.93	2850.59	
3473.96	-3129.04	1.65	-2.14	-1386.18	2845.98	
3474.31	-3125.32	1.65	-2.14	-1388.42	2841.36	
3474.65	-3121.60	1.66	-2.14	-1390.66	2836.74	
3474.98	-3117.88	1.66	-2.15	-1392.89	2832.10	
3475.32	-3114.15	1.66	-2.15	-1395.13	2827.47	
3475.65	-3110.42	1.66	-2.15	-1397.36	2822.82	
3475.98	-3106.69	1.66	-2.15	-1399.59	2818.17	
3476.31	-3102.96	1.67	-2.15	-1401.81	2813.52	
3476.64	-3099.22	1.67	-2.15	-1404.03	2808.85	
3476.96	-3095.49	1.67	-2.16	-1406.25	2804.18	
3477.28	-3091.75	1.67	-2.16	-1408.46	2799.51	
3477.60	-3088.00	1.67	-2.16	-1410.68	2794.83	
3477.92	-3084.26	1.68	-2.16	-1412.88	2790.14	
3478.23	-3080.51	1.68	-2.16	-1415.09	2785.44	
3478.54	-3076.77	1.68	-2.16	-1417.29	2780.74	
3478.85	-3073.02	1.68	-2.17	-1419.49	2776.03	
3479.16	-3069.26	1.68	-2.17	-1421.69	2771.32	
3479.46	-3065.51	1.68	-2.17	-1423.88	2766.60	
3479.76	-3061.75	1.69	-2.17	-1426.07	2761.87	
3480.06	-3057.99	1.69	-2.17	-1428.25	2757.14	
3480.36	-3054.23	1.69	-2.17	-1430.43	2752.40	
3480.65	-3050.47	1.69	-2.18	-1432.61	2747.65	
3480.94	-3046.70	1.69	-2.18	-1434.79	2742.90	
3481.23	-3042.94	1.70	-2.18	-1436.96	2738.14	
3481.52	-3039.17	1.70	-2.18	-1439.13	2733.38	
3481.80	-3035.39	1.70	-2.18	-1441.29	2728.60	
3482.08	-3031.62	1.70	-2.18	-1443.45	2723.83	
3482.36	-3027.84	1.70	-2.19	-1445.61	2719.04	
3482.64	-3024.07	1.71	-2.19	-1447.77	2714.25	
3482.92	-3020.29	1.71	-2.19	-1449.92	2709.45	
3483.19	-3016.50	1.71	-2.19	-1452.07	2704.65	
3483.46	-3012.72	1.71	-2.19	-1454.21	2699.84	
3483.72	-3008.93	1.71	-2.19	-1456.35	2695.02	
3483.99	-3005.14	1.72	-2.19	-1458.49	2690.19	
3484.25	-3001.35	1.72	-2.20	-1460.62	2685.36	
3484.51	-2997.56	1.72	-2.20	-1462.75	2680.53	
3484.77	-2993.76	1.72	-2.20	-1464.88	2675.68	
3485.02	-2989.96	1.72	-2.20	-1467.00	2670.83	
3485.27	-2986.16	1.73	-2.20	-1469.12	2665.97	
3485.52	-2982.36	1.73	-2.20	-1471.24	2661.11	
3485.77	-2978.56	1.73	-2.21	-1473.35	2656.24	
3486.01	-2974.75	1.73	-2.21	-1475.46	2651.36	
3486.25	-2970.94	1.73	-2.21	-1477.56	2646.48	
3486.49	-2967.13	1.73	-2.21	-1479.66	2641.59	
3486.73	-2963.32	1.74	-2.21	-1481.76	2636.69	
3486.96	-2959.50	1.74	-2.21	-1483.85	2631.79	
3487.19	-2955.69	1.74	-2.22	-1485.94	2626.88	
3487.42	-2951.87	1.74	-2.22	-1488.03	2621.96	
3487.65	-2948.04	1.74	-2.22	-1490.11	2617.04	
3487.87	-2944.22	1.75	-2.22	-1492.19	2612.11	
3488.09	-2940.40	1.75	-2.22	-1494.26	2607.17	
3488.31	-2936.57	1.75	-2.22	-1496.33	2602.23	
3488.53	-2932.74	1.75	-2.23	-1498.40	2597.28	
3488.74	-2928.90	1.75	-2.23	-1500.46	2592.32	
3488.95	-2925.07	1.76	-2.23	-1502.52	2587.35	
3489.16	-2921.23	1.76	-2.23	-1504.57	2582.38	
3489.37	-2917.39	1.76	-2.23	-1506.62	2577.41	
3489.57	-2913.55	1.76	-2.23	-1508.67	2572.42	
3489.77	-2909.71	1.76	-2.24	-1510.71	2567.43	
3489.97	-2905.86	1.77	-2.24	-1512.75	2562.43	
3490.16	-2902.02	1.77	-2.24	-1514.79	2557.43	
3490.35	-2898.17	1.77	-2.24	-1516.82	2552.42	
3490.54	-2894.31	1.77	-2.24	-1518.84	2547.40	
3490.73	-2890.46	1.77	-2.24	-1520.87	2542.37	
3490.92	-2886.60	1.78	-2.25	-1522.89	2537.34	
3491.10	-2882.74	1.78	-2.25	-1524.90	2532.30	
3491.28	-2878.88	1.78	-2.25	-1526.91	2527.26	
3491.45	-2875.02	1.78	-2.25	-1528.92	2522.20	
3491.63	-2871.16	1.78	-2.25	-1530.92	2517.15	
3491.80	-2867.29	1.79	-2.25	-1532.92	2512.08	
3491.97	-2863.42	1.79	-2.26	-1534.91	2507.01	
3492.13	-2859.55	1.79	-2.26	-1536.90	2501.93	
3492.30	-2855.67	1.79	-2.26	-1538.88	2496.84	
3492.46	-2851.80	1.79	-2.26	-1540.86	2491.75	
3492.62	-2847.92	1.80	-2.26	-1542.84	2486.64	
3492.77	-2844.04	1.80	-2.26	-1544.81	2481.54	
3492.93	-2840.16	1.80	-2.27	-1546.78	2476.42	
3493.08	-2836.27	1.80	-2.27	-1548.74	2471.30	
3493.22	-2832.38	1.80	-2.27	-1550.70	2466.17	
3493.37	-2828.50	1.81	-2.27	-1552.66	2461.04	
3493.51	-2824.60	1.81	-2.27	-1554.61	2455.89	
3493.65	-2820.71	1.81	-2.27	-1556.55	2450.74	
3493.78	-2816.82	1.81	-2.27	-1558.50	2445.59	
3493.92	-2812.92	1.81	-2.28	-1560.43	2440.42	
3494.05	-2809.02	1.82	-2.28	-1562.37	2435.25	
3494.18	-2805.12	1.82	-2.28	-1564.29	2430.08	
3494.30	-2801.21	1.82	-2.28	-1566.22	2424.89	
3494.43	-2797.30	1.82	-2.28	-1568.14	2419.70	
3494.55	-2793.40	1.82	-2.28	-1570.05	2414.50	
3494.66	-2789.48	1.83	-2.29	-1571.96	2409.30	
3494.78	-2785.57	1.83	-2.29	-1573.86	2404.08	
3494.89	-2781.66	1.83	-2.29	-1575.77	2398.86	
3495.00	-2777.74	1.83	-2.29	-1577.66	2393.64	
3495.11	-2773.82	1.83	-2.29	-1579.55	2388.40	
3495.21	-2769.90	1.84	-2.29	-1581.44	2383.16	
3495.31	-2765.97	1.84	-2.30	-1583.32	2377.91	
3495.41	-2762.05	1.84	-2.30	-1585.20	2372.66	
3495.51	-2758.12	1.84	-2.30	-1587.07	2367.39	
3495.60	-2754.19	1.84	-2.30	-1588.94	2362.12	
3495.69	-2750.25	1.85	-2.30	-1590.80	2356.85	
3495.78	-2746.32	1.85	-2.30	-1592.66	2351.56	
3495.86	-2742.38	1.85	-2.31	-1594.51	2346.27	
3495.94	-2738.44	1.85	-2.31	-1596.36	2340.97	
3496.02	-2734.50	1.85	-2.31	-1598.20	2335.67	
3496.10	-2730.56	1.86	-2.31	-1600.04	2330.35	
3496.17	-2726.61	1.86	-2.31	-1601.87	2325.03	
3496.24	-2722.66	1.86	-2.31	-1603.70	2319.71	
3496.31	-2718.71	1.86	-2.32	-1605.52	2314.37	
3496.37	-2714.76	1.86	-2.32	-1607.34	2309.03	
3496.43	-2710.81	1.87	-2.32	-1609.15	2303.68	
3496.49	-2706.85	1.87	-2.32	-1610.96	2298.32	
3496.55	-2702.89	1.87	-2.32	-1612.76	2292.96	
3496.60	-2698.93	1.87	-2.32	-1614.56	2287.59	
3496.65	-2694.96	1.87	-2.33	-1616.35	2282.21	
3496.70	-2691.00	1.88	-2.33	-1618.14	2276.83	
3496.74	-2687.03	1.88	-2.33	-1619.92	2271.43	
3496.79	-2683.06	1.88	-2.33	-1621.70	2266.03	
3496.82	-2679.09	1.88	-2.33	-1623.47	2260.63	
3496.86	-2675.11	1.88	-2.33	-1625.24	2255.21	
3496.89	-2671.14	1.89	-2.33	-1627.00	2249.79	
3496.92	-2667.16	1.89	-2.34	-1628.75	2244.36	
3496.95	-2663.18	1.89	-2.34	-1630.50	2238.92	
3496.98	-2659.19	1.89	-2.34	-1632.25	2233.48	
3497.00	-2655.21	1.89	-2.34	-1633.99	2228.03	
3497.02	-2651.22	1.90	-2.34	-1635.72	2222.57	
3497.03	-2647.23	1.90	-2.34	-1637.45	2217.10	
3497.05	-2643.24	1.90	-2.35	-1639.17	2211.63	
3497.06	-2639.24	1.90	-2.35	-1640.89	2206.15	
3497.06	-2635.25	1.90	-2.35	-1642.60	2200.66	
3497.07	-2631.25	1.91	-2.35	-1644.31	2195.16	
3497.07	-2627.25	1.91	-2.35	-1646.01	2189.66	
3497.07	-2623.25	1.91	-2.35	-1647.71	2184.15	
3497.06	-2619.24	1.91	-2.36	-1649.40	2178.63	
3497.05	-2615.23	1.91	-2.36	-1651.08	2173.11	
3497.04	-2611.22	1.92	-2.36	-1652.76	2167.57	
3497.03	-2607.21	1.92	-2.36	-1654.43	2162.03	
3497.01	-2603.20	1.92	-2.36	-1656.10	2156.48	
3496.99	-2599.18	1.92	-2.36	-1657.76	2150.93	
3496.97	-2595.16	1.92	-2.37	-1659.42	2145.37	
3496.95	-2591.14	1.93	-2.37	-1661.07	2139.79	
3496.92	-2587.12	1.93	-2.37	-1662.71	2134.22	
3496.89	-2583.09	1.93	-2.37	-1664.35	2128.63	
3496.85	-2579.07	1.93	-2.37	-1665.98	2123.04	
3496.82	-2575.04	1.93	-2.37	-1667.61	2117.44	
3496.78	-2571.00	1.94	-2.37	-1669.23	2111.83	
3496.73	-2566.97	1.94	-2.38	-1670.84	2106.21	
3496.69	-2562.93	1.94	-2.38	-1672.45	2100.59	
3496.64	-2558.90	1.94	-2.38	-1674.05	2094.96	
3496.59	-2554.86	1.94	-2.38	-1675.65	2089.32	
3496.53	-2550.81	1.95	-2.38	-1677.24	2083.67	
3496.47	-2546.77	1.95	-2.38	-1678.82	2078.02	
3496.41	-2542.72	1.95	-2.39	-1680.40	2072.36	
3496.35	-2538.67	1.95	-2.39	-1681.97	2066.69	
3496.28	-2534.62	1.95	-2.39	-1683.53	2061.01	
3496.21	-2530.57	1.96	-2.39	-1685.09	2055.33	
3496.13	-2526.51	1.96	-2.39	-1686.64	2049.63	
3496.06	-2522.45	1.96	-2.39	-1688.19	2043.94	
3495.98	-2518.39	1.96	-2.40	-1689.73	2038.23	
3495.90	-2514.33	1.97	-2.40	-1691.26	2032.51	
3495.81	-2510.26	1.97	-2.40	-1692.79	2026.79	
3495.72	-2506.20	1.97	-2.40	-1694.31	2021.06	
3495.63	-2502.13	1.97	-2.40	-1695.83	2015.32	
3495.53	-2498.06	1.97	-2.40	-1697.33	2009.58	
3495.44	-2493.98	1.98	-2.41	-1698.83	2003.82	
3495.34	-2489.91	1.98	-2.41	-1700.33	1998.06	
3495.23	-2485.83	1.98	-2.41	-1701.82	1992.29	
3495.12	-2481.75	1.98	-2.41	-1703.30	1986.51	
3495.01	-2477.67	1.98	-2.41	-1704.77	1980.73	
3494.90	-2473.58	1.99	-2.41	-1706.24	1974.94	
3494.78	-2469.49	1.99	-2.41	-1707.70	1969.14	
3494.66	-2465.40	1.99	-2.42	-1709.16	1963.33	
3494.54	-2461.31	1.99	-2.42	-1710.61	1957.51	
3494.41	-2457.22	1.99	-2.42	-1712.05	1951.69	
3494.28	-2453.12	2.00	-2.42	-1713.48	1945.86	
3494.15	-2449.03	2.00	-2.42	-1714.91	1940.02	
3494.02	-2444.93	2.00	-2.42	-1716.33	1934.17	
3493.88	-2440.82	2.00	-2.43	-1717.74	1928.32	
3493.74	-2436.72	2.00	-2.43	-1719.15	1922.46	
3493.59	-2432.61	2.01	-2.43	-1720.55	1916.59	
3493.44	-2428.50	2.01	-2.43	-1721.94	1910.71	
3493.29	-2424.39	2.01	-2.43	-1723.33	1904.82	
3493.14	-2420.28	2.01	-2.43	-1724.70	1898.93	
3492.98	-2416.16	2.01	-2.44	-1726.07	1893.03	
3492.82	-2412.05	2.02	-2.44	-1727.44	1887.12	
3492.65	-2407.93	2.02	-2.44	-1728.80	1881.20	
3492.49	-2403.80	2.02	-2.44	-1730.14	1875.28	
3492.31	-2399.68	2.02	-2.44	-1731.49	1869.34	
3492.14	-2395.55	2.03	-2.44	-1732.82	1863.40	
3491.96	-2391.42	2.03	-2.44	-1734.15	1857.45	
3491.78	-2387.29	2.03	-2.45	-1735.47	1851.50	
3491.60	-2383.16	2.03	-2.45	-1736.78	1845.53	
3491.41	-2379.02	2.03	-2.45	-1738.09	1839.56	
3491.22	-2374.89	2.04	-2.45	-1739.38	1833.58	
3491.03	-2370.75	2.04	-2.45	-1740.67	1827.59	
3490.83	-2366.60	2.04	-2.45	-1741.96	1821.59	
3490.63	-2362.46	2.04	-2.46	-1743.23	1815.59	
3490.43	-2358.31	2.04	-2.46	-1744.50	1809.58	
3490.22	-2354.16	2.05	-2.46	-1745.76	1803.56	
3490.01	-2350.01	2.05	-2.46	-1747.01	1797.53	
3489.80	-2345.86	2.05	-2.46	-1748.25	1791.49	
3489.58	-2341.70	2.05	-2.46	-1749.49	1785.45	
3489.36	-2337.55	2.05	-2.47	-1750.72	1779.39	
3489.14	-2333.39	2.06	-2.47	-1751.94	1773.33	
3488.92	-2329.22	2.06	-2.47	-1753.15	1767.27	
3488.69	-2325.06	2.06	-2.47	-1754.36	1761.19	
3488.45	-2320.89	2.06	-2.47	-1755.55	1755.11	
3488.22	-2316.72	2.06	-2.47	-1756.74	1749.01	
3487.98	-2312.55	2.07	-2.47	-1757.92	1742.91	
3487.73	-2308.38	2.07	-2.48	-1759.09	1736.80	
3487.49	-2304.21	2.07	-2.48	-1760.26	1730.69	
3487.24	-2300.03	2.07	-2.48	-1761.41	1724.56	
3486.99	-2295.85	2.08	-2.48	-1762.56	1718.43	
3486.73	-2291.67	2.08	-2.48	-1763.70	1712.29	
3486.47	-2287.48	2.08	-2.48	-1764.83	1706.14	
3486.21	-2283.30	2.08	-2.49	-1765.96	1699.99	
3485.94	-2279.11	2.08	-2.49	-1767.07	1693.82	
3485.67	-2274.92	2.09	-2.49	-1768.18	1687.65	
3485.40	-2270.72	2.09	-2.49	-1769.27	1681.47	
3485.12	-2266.53	2.09	-2.49	-1770.36	1675.28	
3484.84	-2262.33	2.09	-2.49	-1771.44	1669.08	
3484.56	-2258.13	2.09	-2.49	-1772.52	1662.88	
3484.27	-2253.93	2.10	-2.50	-1773.58	1656.66	
3483.98	-2249.72	2.10	-2.50	-1774.63	1650.44	
3483.69	-2245.52	2.10	-2.50	-1775.68	1644.21	
3483.39	-2241.31	2.10	-2.50	-1776.72	1637.98	
3483.09	-2237.10	2.10	-2.50	-1777.74	1631.73	
3482.79	-2232.89	2.11	-2.50	-1778.76	1625.48	
3482.48	-2228.67	2.11	-2.51	-1779.77	1619.21	
3482.17	-2224.45	2.11	-2.51	-1780.78	1612.94	
3481.85	-2220.23	2.11	-2.51	-1781.77	1606.67	
3481.54	-2216.01	2.12	-2.51	-1782.75	1600.38	
3481.21	-2211.79	2.12	-2.51	-1783.73	1594.09	
3480.89	-2207.56	2.12	-2.51	-1784.69	1587.78	
3480.56	-2203.33	2.12	-2.52	-1785.65	1581.47	
3480.23	-2199.10	2.12	-2.52	-1786.60	1575.15	
3479.89	-2194.87	2.13	-2.52	-1787.53	1568.83	
3479.55	-2190.64	2.13	-2.52	-1788.46	1562.49	
3479.21	-2186.40	2.13	-2.52	-1789.38	1556.15	
3478.87	-2182.16	2.13	-2.52	-1790.29	1549.80	
3478.52	-2177.92	2.13	-2.52	-1791.19	1543.44	
3478.16	-2173.67	2.14	-2.53	-1792.08	1537.07	
3477.81	-2169.43	2.14	-2.53	-1792.96	1530.70	
3477.45	-2165.18	2.14	-2.53	-1793.83	1524.31	
3477.08	-2160.93	2.14	-2.53	-1794.70	1517.92	
3476.72	-2156.68	2.14	-2.53	-1795.55	1511.52	
3476.35	-2152.42	2.15	-2.53	-1796.39	1505.11	
3475.97	-2148.16	2.15	-2.54	-1797.23	1498.69	
3475.60	-2143.90	2.15	-2.54	-1798.05	1492.27	
3475.21	-2139.64	2.15	-2.54	-1798.86	1485.84	
3474.83	-2135.38	2.16	-2.54	-1799.67	1479.40	
3474.44	-2131.11	2.16	-2.54	-1800.46	1472.95	
3474.05	-2126.85	2.16	-2.54	-1801.24	1466.49	
3473.65	-2122.57	2.16	-2.54	-1802.02	1460.02	
3473.25	-2118.30	2.16	-2.55	-1802.78	1453.55	
3472.85	-2114.03	2.17	-2.55	-1803.53	1447.07	
3472.44	-2109.75	2.17	-2.55	-1804.27	1440.58	
3472.03	-2105.47	2.17	-2.55	-1805.01	1434.08	
3471.62	-2101.19	2.17	-2.55	-1805.73	1427.57	
3471.20	-2096.91	2.17	-2.55	-1806.44	1421.06	
3470.78	-2092.62	2.18	-2.55	-1807.14	1414.54	
3470.36	-2088.33	2.18	-2.56	-1807.83	1408.01	
3469.93	-2084.04	2.18	-2.56	-1808.51	1401.47	
3469.50	-2079.75	2.18	-2.56	-1809.18	1394.92	
3469.06	-2075.46	2.18	-2.56	-1809.84	1388.36	
3468.62	-2071.16	2.19	-2.56	-1810.49	1381.80	
3468.18	-2066.86	2.19	-2.56	-1811.13	1375.23	
3467.73	-2062.56	2.19	-2.57	-1811.76	1368.65	
3467.28	-2058.26	2.19	-2.57	-1812.37	1362.06	
3466.82	-2053.95	2.19	-2.57	-1812.98	1355.46	
3466.37	-2049.64	2.20	-2.57	-1813.57	1348.86	
3465.90	-2045.33	2.20	-2.57	-1814.16	1342.25	
3465.44	-2041.02	2.20	-2.57	-1814.73	1335.63	
3464.97	-2036.71	2.20	-2.57	-1815.29	1329.00	
3464.50	-2032.39	2.21	-2.58	-1815.84	1322.36	
3464.02	-2028.07	2.21	-2.58	-1816.38	1315.71	
3463.54	-2023.75	2.21	-2.58	-1816.91	1309.06	
3463.06	-2019.43	2.21	-2.58	-1817.43	1302.40	
3462.57	-2015.10	2.21	-2.58	-1817.93	1295.73	
3462.08	-2010.77	2.22	-2.58	-1818.42	1289.05	
3461.58	-2006.44	2.22	-2.59	-1818.91	1282.37	
3461.08	-2002.11	2.22	-2.59	-1819.38	1275.67	
3460.58	-1997.78	2.22	-2.59	-1819.84	1268.97	
3460.07	-1993.44	2.22	-2.59	-1820.28	1262.26	
3459.56	-1989.10	2.23	-2.59	-1820.72	1255.54	
3459.04	-1984.76	2.23	-2.59	-1821.14	1248.82	
3458.53	-1980.42	2.23	-2.59	-1821.56	1242.08	
3458.00	-1976.07	2.23	-2.60	-1821.96	1235.34	
3457.48	-1971.73	2.23	-2.60	-1822.34	1228.59	
3456.95	-1967.38	2.24	-2.60	-1822.72	1221.83	
3456.41	-1963.03	2.24	-2.60	-1823.08	1215.06	
3455.88	-1958.67	2.24	-2.60	-1823.44	1208.29	
3455.33	-1954.32	2.24	-2.60	-1823.78	1201.50	
3454.79	-1949.96	2.25	-2.61	-1824.10	1194.71	
3454.24	-1945.60	2.25	-2.61	-1824.42	1187.91	
3453.69	-1941.23	2.25	-2.61	-1824.72	1181.11	
3453.13	-1936.87	2.25	-2.61	-1825.01	1174.29	
3452.57	-1932.50	2.25	-2.61	-1825.29	1167.47	
3452.00	-1928.13	2.26	-2.61	-1825.56	1160.64	
3451.43	-1923.76	2.26	-2.61	-1825.81	1153.80	
3450.86	-1919.39	2.26	-2.62	-1826.05	1146.95	
3450.28	-1915.01	2.26	-2.62	-1826.28	1140.10	
3449.70	-1910.63	2.26	-2.62	-1826.49	1133.23	
3449.12	-1906.25	2.27	-2.62	-1826.69	1126.36	
3448.53	-1901.87	2.27	-2.62	-1826.88	1119.48	
3447.94	-1897.49	2.27	-2.62	-1827.06	1112.59	
3447.34	-1893.10	2.27	-2.62	-1827.22	1105.70	
3446.74	-1888.71	2.27	-2.63	-1827.37	1098.80	
3446.14	-1884.32	2.28	-2.63	-1827.51	1091.89	
3445.53	-1879.93	2.28	-2.63	-1827.63	1084.97	
3444.92	-1875.53	2.28	-2.63	-1827.74	1078.04	
3444.30	-1871.13	2.28	-2.63	-1827.84	1071.11	
3443.68	-1866.73	2.28	-2.63	-1827.92	1064.16	
3443.05	-1862.33	2.29	-2.63	-1827.99	1057.21	
3442.43	-1857.93	2.29	-2.64	-1828.05	1050.26	
3441.79	-1853.52	2.29	-2.64	-1828.09	1043.29	
3441.16	-1849.11	2.29	-2.64	-1828.12	1036.32	
3440.52	-1844.70	2.30	-2.64	-1828.13	1029.34	
3439.87	-1840.29	2.30	-2.64	-1828.13	1022.35	
3439.22	-1835.88	2.30	-2.64	-1828.12	1015.35	
3438.57	-1831.46	2.30	-2.65	-1828.09	1008.34	
3437.91	-1827.04	2.30	-2.65	-1828.05	1001.33	
3437.25	-1822.62	2.31	-2.65	-1828.00	994.31	
3436.59	-1818.19	2.31	-2.65	-1827.93	987.28	
3435.92	-1813.77	2.31	-2.65	-1827.84	980.25	
3435.24	-1809.34	2.31	-2.65	-1827.75	973.20	
3434.57	-1804.91	2.31	-2.65	-1827.63	966.15	
3433.88	-1800.48	2.32	-2.66	-1827.51	959.10	
3433.20	-1796.04	2.32	-2.66	-1827.37	952.03	
3432.51	-1791.61	2.32	-2.66	-1827.21	944.96	
3431.81	-1787.17	2.32	-2.66	-1827.04	937.87	
3431.12	-1782.73	2.32	-2.66	-1826.86	930.79	
3430.41	-1778.28	2.33	-2.66	-1826.66	923.69	
3429.71	-1773.84	2.33	-2.66	-1826.44	916.59	
3429.00	-1769.39	2.33	-2.67	-1826.21	909.47	
3428.28	-1764.94	2.33	-2.67	-1825.97	902.36	
3427.56	-1760.49	2.33	-2.67	-1825.71	895.23	
3426.84	-1756.04	2.34	-2.67	-1825.43	888.10	
3426.11	-1751.58	2.34	-2.67	-1825.14	880.95	
3425.38	-1747.12	2.34	-2.67	-1824.83	873.81	
