X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	
-0.00	-0.00	-528.48	-2250.66	528.48	2250.66	2250.66	-528.48	-2250.66	528.48	
-0.00	-0.00	-523.60	-2248.78	523.60	2248.78	2248.78	-523.60	-2248.78	523.60	
-0.00	-0.00	-518.72	-2246.90	518.72	2246.90	2246.90	-518.72	-2246.90	518.72	
-0.00	-0.00	-513.83	-2245.01	513.83	2245.01	2245.01	-513.83	-2245.01	513.83	
-0.00	-0.00	-508.95	-2243.11	508.95	2243.11	2243.11	-508.95	-2243.11	508.95	
-0.00	-0.00	-504.06	-2241.20	504.06	2241.20	2241.20	-504.06	-2241.20	504.06	
-0.00	-0.00	-499.17	-2239.28	499.17	2239.28	2239.28	-499.17	-2239.28	499.17	
-0.00	-0.00	-494.28	-2237.35	494.28	2237.35	2237.35	-494.28	-2237.35	494.28	
-0.00	-0.00	-489.39	-2235.41	489.39	2235.41	2235.41	-489.39	-2235.41	489.39	
-0.00	-0.00	-484.49	-2233.46	484.49	2233.46	2233.46	-484.49	-2233.46	484.49	
-0.00	-0.00	-479.59	-2231.51	479.59	2231.51	2231.51	-479.59	-2231.51	479.59	
-0.00	-0.00	-474.69	-2229.54	474.69	2229.54	2229.54	-474.69	-2229.54	474.69	
-0.00	-0.00	-469.79	-2227.57	469.79	2227.57	2227.57	-469.79	-2227.57	469.79	
-0.00	-0.00	-464.89	-2225.58	464.89	2225.58	2225.58	-464.89	-2225.58	464.89	
-0.00	-0.00	-459.98	-2223.59	459.98	2223.59	2223.59	-459.98	-2223.59	459.98	
-0.00	-0.00	-455.08	-2221.58	455.08	2221.58	2221.58	-455.08	-2221.58	455.08	
-0.00	-0.00	-450.17	-2219.57	450.17	2219.57	2219.57	-450.17	-2219.57	450.17	
-0.00	-0.00	-445.26	-2217.54	445.26	2217.54	2217.54	-445.26	-2217.54	445.26	
-0.00	-0.00	-440.34	-2215.51	440.34	2215.51	2215.51	-440.34	-2215.51	440.34	
-0.00	-0.00	-435.43	-2213.47	435.43	2213.47	2213.47	-435.43	-2213.47	435.43	
-0.00	-0.00	-430.51	-2211.42	430.51	2211.42	2211.42	-430.51	-2211.42	430.51	
-0.00	-0.00	-425.59	-2209.35	425.59	2209.35	2209.35	-425.59	-2209.35	425.59	
-0.00	-0.00	-420.67	-2207.28	420.67	2207.28	2207.28	-420.67	-2207.28	420.67	
-0.00	-0.00	-415.75	-2205.20	415.75	2205.20	2205.20	-415.75	-2205.20	415.75	
-0.00	-0.00	-410.82	-2203.11	410.82	2203.11	2203.11	-410.82	-2203.11	410.82	
-0.00	-0.00	-405.90	-2201.01	405.90	2201.01	2201.01	-405.90	-2201.01	405.90	
-0.00	-0.00	-400.97	-2198.90	400.97	2198.90	2198.90	-400.97	-2198.90	400.97	
-0.00	-0.00	-396.04	-2196.78	396.04	2196.78	2196.78	-396.04	-2196.78	396.04	
-0.00	-0.00	-391.11	-2194.65	391.11	2194.65	2194.65	-391.11	-2194.65	391.11	
-0.00	-0.00	-386.17	-2192.51	386.17	2192.51	2192.51	-386.17	-2192.51	386.17	
-0.00	-0.00	-381.24	-2190.36	381.24	2190.36	2190.36	-381.24	-2190.36	381.24	
-0.00	-0.00	-376.30	-2188.20	376.30	2188.20	2188.20	-376.30	-2188.20	376.30	
-0.00	-0.00	-371.36	-2186.03	371.36	2186.03	2186.03	-371.36	-2186.03	371.36	
-0.00	-0.00	-366.42	-2183.84	366.42	2183.84	2183.84	-366.42	-2183.84	366.42	
-0.00	-0.00	-361.48	-2181.65	361.48	2181.65	2181.65	-361.48	-2181.65	361.48	
-0.00	-0.00	-356.54	-2179.45	356.54	2179.45	2179.45	-356.54	-2179.45	356.54	
-0.00	-0.00	-351.59	-2177.24	351.59	2177.24	2177.24	-351.59	-2177.24	351.59	
-0.00	-0.00	-346.64	-2175.02	346.64	2175.02	2175.02	-346.64	-2175.02	346.64	
-0.00	-0.00	-341.70	-2172.79	341.70	2172.79	2172.79	-341.70	-2172.79	341.70	
-0.00	-0.00	-336.75	-2170.55	336.75	2170.55	2170.55	-336.75	-2170.55	336.75	
-0.00	-0.00	-331.79	-2168.30	331.79	2168.30	2168.30	-331.79	-2168.30	331.79	
-0.00	-0.00	-326.84	-2166.03	326.84	2166.03	2166.03	-326.84	-2166.03	326.84	
-0.00	-0.00	-321.89	-2163.76	321.89	2163.76	2163.76	-321.89	-2163.76	321.89	
-0.00	-0.00	-316.93	-2161.48	316.93	2161.48	2161.48	-316.93	-2161.48	316.93	
-0.00	-0.00	-311.97	-2159.19	311.97	2159.19	2159.19	-311.97	-2159.19	311.97	
-0.00	-0.00	-307.01	-2156.88	307.01	2156.88	2156.88	-307.01	-2156.88	307.01	
-0.00	-0.00	-302.05	-2154.57	302.05	2154.57	2154.57	-302.05	-2154.57	302.05	
-0.00	-0.00	-297.09	-2152.24	297.09	2152.24	2152.24	-297.09	-2152.24	297.09	
-0.00	-0.00	-292.13	-2149.91	292.13	2149.91	2149.91	-292.13	-2149.91	292.13	
-0.00	-0.00	-287.16	-2147.56	287.16	2147.56	2147.56	-287.16	-2147.56	287.16	
-0.00	-0.00	-282.19	-2145.21	282.19	2145.21	2145.21	-282.19	-2145.21	282.19	
-0.00	-0.00	-277.23	-2142.84	277.23	2142.84	2142.84	-277.23	-2142.84	277.23	
-0.00	-0.00	-272.26	-2140.46	272.26	2140.46	2140.46	-272.26	-2140.46	272.26	
-0.00	-0.00	-267.29	-2138.07	267.29	2138.07	2138.07	-267.29	-2138.07	267.29	
-0.00	-0.00	-262.31	-2135.67	262.31	2135.67	2135.67	-262.31	-2135.67	262.31	
-0.00	-0.00	-257.34	-2133.26	257.34	2133.26	2133.26	-257.34	-2133.26	257.34	
-0.00	-0.00	-252.37	-2130.84	252.37	2130.84	2130.84	-252.37	-2130.84	252.37	
-0.00	-0.00	-247.39	-2128.41	247.39	2128.41	2128.41	-247.39	-2128.41	247.39	
-0.00	-0.00	-242.41	-2125.97	242.41	2125.97	2125.97	-242.41	-2125.97	242.41	
-0.00	-0.00	-237.43	-2123.52	237.43	2123.52	2123.52	-237.43	-2123.52	237.43	
-0.00	-0.00	-232.45	-2121.05	232.45	2121.05	2121.05	-232.45	-2121.05	232.45	
-0.00	-0.00	-227.47	-2118.58	227.47	2118.58	2118.58	-227.47	-2118.58	227.47	
-0.00	-0.00	-222.49	-2116.09	222.49	2116.09	2116.09	-222.49	-2116.09	222.49	
-0.00	-0.00	-217.51	-2113.60	217.51	2113.60	2113.60	-217.51	-2113.60	217.51	
-0.00	-0.00	-212.52	-2111.09	212.52	2111.09	2111.09	-212.52	-2111.09	212.52	
-0.00	-0.00	-207.54	-2108.57	207.54	2108.57	2108.57	-207.54	-2108.57	207.54	
-0.00	-0.00	-202.55	-2106.04	202.55	2106.04	2106.04	-202.55	-2106.04	202.55	
-0.00	-0.00	-197.57	-2103.50	197.57	2103.50	2103.50	-197.57	-2103.50	197.57	
-0.00	-0.00	-192.58	-2100.95	192.58	2100.95	2100.95	-192.58	-2100.95	192.58	
-0.00	-0.00	-187.59	-2098.38	187.59	2098.38	2098.38	-187.59	-2098.38	187.59	
-0.00	-0.00	-182.60	-2095.81	182.60	2095.81	2095.81	-182.60	-2095.81	182.60	
-0.00	-0.00	-177.61	-2093.22	177.61	2093.22	2093.22	-177.61	-2093.22	177.61	
-0.00	-0.00	-172.61	-2090.62	172.61	2090.62	2090.62	-172.61	-2090.62	172.61	
-0.00	-0.00	-167.62	-2088.01	167.62	2088.01	2088.01	-167.62	-2088.01	167.62	
-0.00	-0.00	-162.63	-2085.39	162.63	2085.39	2085.39	-162.63	-2085.39	162.63	
-0.00	-0.00	-157.63	-2082.76	157.63	2082.76	2082.76	-157.63	-2082.76	157.63	
-0.00	-0.00	-152.63	-2080.12	152.63	2080.12	2080.12	-152.63	-2080.12	152.63	
-0.00	-0.00	-147.64	-2077.46	147.64	2077.46	2077.46	-147.64	-2077.46	147.64	
-0.00	-0.00	-142.64	-2074.80	142.64	2074.80	2074.80	-142.64	-2074.80	142.64	
-0.00	-0.00	-137.64	-2072.12	137.64	2072.12	2072.12	-137.64	-2072.12	137.64	
-0.00	-0.00	-132.64	-2069.43	132.64	2069.43	2069.43	-132.64	-2069.43	132.64	
-0.00	-0.00	-127.64	-2066.73	127.64	2066.73	2066.73	-127.64	-2066.73	127.64	
-0.00	-0.00	-122.64	-2064.02	122.64	2064.02	2064.02	-122.64	-2064.02	122.64	
-0.00	-0.00	-117.64	-2061.29	117.64	2061.29	2061.29	-117.64	-2061.29	117.64	
-0.00	-0.00	-112.64	-2058.56	112.64	2058.56	2058.56	-112.64	-2058.56	112.64	
-0.00	-0.00	-107.64	-2055.81	107.64	2055.81	2055.81	-107.64	-2055.81	107.64	
-0.00	-0.00	-102.63	-2053.05	102.63	2053.05	2053.05	-102.63	-2053.05	102.63	
-0.00	-0.00	-97.63	-2050.28	97.63	2050.28	2050.28	-97.63	-2050.28	97.63	
-0.00	-0.00	-92.63	-2047.49	92.63	2047.49	2047.49	-92.63	-2047.49	92.63	
-0.00	-0.00	-87.62	-2044.70	87.62	2044.70	2044.70	-87.62	-2044.70	87.62	
-0.00	-0.00	-82.62	-2041.89	82.62	2041.89	2041.89	-82.62	-2041.89	82.62	
-0.00	-0.00	-77.61	-2039.07	77.61	2039.07	2039.07	-77.61	-2039.07	77.61	
-0.00	-0.00	-72.60	-2036.24	72.60	2036.24	2036.24	-72.60	-2036.24	72.60	
-0.00	-0.00	-67.60	-2033.40	67.60	2033.40	2033.40	-67.60	-2033.40	67.60	
-0.00	-0.00	-62.59	-2030.54	62.59	2030.54	2030.54	-62.59	-2030.54	62.59	
-0.00	-0.00	-57.58	-2027.67	57.58	2027.67	2027.67	-57.58	-2027.67	57.58	
-0.00	-0.00	-52.57	-2024.79	52.57	2024.79	2024.79	-52.57	-2024.79	52.57	
-0.00	-0.00	-47.57	-2021.90	47.57	2021.90	2021.90	-47.57	-2021.90	47.57	
-0.00	-0.00	-42.56	-2019.00	42.56	2019.00	2019.00	-42.56	-2019.00	42.56	
-0.00	-0.00	-37.55	-2016.08	37.55	2016.08	2016.08	-37.55	-2016.08	37.55	
-0.00	-0.00	-32.54	-2013.15	32.54	2013.15	2013.15	-32.54	-2013.15	32.54	
-0.00	-0.00	-27.53	-2010.21	27.53	2010.21	2010.21	-27.53	-2010.21	27.53	
-0.00	-0.00	-22.52	-2007.26	22.52	2007.26	2007.26	-22.52	-2007.26	22.52	
-0.00	-0.00	-17.51	-2004.29	17.51	2004.29	2004.29	-17.51	-2004.29	17.51	
-0.00	-0.00	-12.50	-2001.31	12.50	2001.31	2001.31	-12.50	-2001.31	12.50	
-0.00	-0.00	-7.49	-1998.32	7.49	1998.32	1998.32	-7.49	-1998.32	7.49	
-0.00	-0.00	-2.49	-1995.32	2.49	1995.32	1995.32	-2.49	-1995.32	2.49	
-0.00	-0.00	2.52	-1992.30	-2.52	1992.30	1992.30	2.52	-1992.30	-2.52	
-0.00	-0.00	7.53	-1989.27	-7.53	1989.27	1989.27	7.53	-1989.27	-7.53	
-0.00	-0.00	12.54	-1986.23	-12.54	1986.23	1986.23	12.54	-1986.23	-12.54	
-0.00	-0.00	17.55	-1983.18	-17.55	1983.18	1983.18	17.55	-1983.18	-17.55	
-0.00	-0.00	22.56	-1980.11	-22.56	1980.11	1980.11	22.56	-1980.11	-22.56	
-0.00	-0.00	27.57	-1977.03	-27.57	1977.03	1977.03	27.57	-1977.03	-27.57	
-0.00	-0.00	32.58	-1973.94	-32.58	1973.94	1973.94	32.58	-1973.94	-32.58	
-0.00	-0.00	37.59	-1970.83	-37.59	1970.83	1970.83	37.59	-1970.83	-37.59	
-0.00	-0.00	42.60	-1967.71	-42.60	1967.71	1967.71	42.60	-1967.71	-42.60	
-0.00	-0.00	47.60	-1964.58	-47.60	1964.58	1964.58	47.60	-1964.58	-47.60	
-0.00	-0.00	52.61	-1961.44	-52.61	1961.44	1961.44	52.61	-1961.44	-52.61	
-0.00	-0.00	57.62	-1958.28	-57.62	1958.28	1958.28	57.62	-1958.28	-57.62	
-0.00	-0.00	62.62	-1955.11	-62.62	1955.11	1955.11	62.62	-1955.11	-62.62	
-0.00	-0.00	67.63	-1951.92	-67.63	1951.92	1951.92	67.63	-1951.92	-67.63	
-0.00	-0.00	72.64	-1948.73	-72.64	1948.73	1948.73	72.64	-1948.73	-72.64	
-0.00	-0.00	77.64	-1945.52	-77.64	1945.52	1945.52	77.64	-1945.52	-77.64	
-0.00	-0.00	82.65	-1942.30	-82.65	1942.30	1942.30	82.65	-1942.30	-82.65	
-0.00	-0.00	87.65	-1939.06	-87.65	1939.06	1939.06	87.65	-1939.06	-87.65	
-0.00	-0.00	92.66	-1935.81	-92.66	1935.81	1935.81	92.66	-1935.81	-92.66	
-0.00	-0.00	97.66	-1932.55	-97.66	1932.55	1932.55	97.66	-1932.55	-97.66	
-0.00	-0.00	102.66	-1929.27	-102.66	1929.27	1929.27	102.66	-1929.27	-102.66	
-0.00	-0.00	107.66	-1925.98	-107.66	1925.98	1925.98	107.66	-1925.98	-107.66	
-0.00	-0.00	112.66	-1922.68	-112.66	1922.68	1922.68	112.66	-1922.68	-112.66	
-0.00	-0.00	117.66	-1919.36	-117.66	1919.36	1919.36	117.66	-1919.36	-117.66	
-0.00	-0.00	122.66	-1916.03	-122.66	1916.03	1916.03	122.66	-1916.03	-122.66	
-0.00	-0.00	127.66	-1912.69	-127.66	1912.69	1912.69	127.66	-1912.69	-127.66	
-0.00	-0.00	132.66	-1909.33	-132.66	1909.33	1909.33	132.66	-1909.33	-132.66	
-0.00	-0.00	137.65	-1905.96	-137.65	1905.96	1905.96	137.65	-1905.96	-137.65	
-0.00	-0.00	142.65	-1902.57	-142.65	1902.57	1902.57	142.65	-1902.57	-142.65	
-0.00	-0.00	147.64	-1899.17	-147.64	1899.17	1899.17	147.64	-1899.17	-147.64	
-0.00	-0.00	152.64	-1895.76	-152.64	1895.76	1895.76	152.64	-1895.76	-152.64	
-0.00	-0.00	157.63	-1892.34	-157.63	1892.34	1892.34	157.63	-1892.34	-157.63	
-0.00	-0.00	162.62	-1888.90	-162.62	1888.90	1888.90	162.62	-1888.90	-162.62	
-0.00	-0.00	167.61	-1885.44	-167.61	1885.44	1885.44	167.61	-1885.44	-167.61	
-0.00	-0.00	172.60	-1881.97	-172.60	1881.97	1881.97	172.60	-1881.97	-172.60	
-0.00	-0.00	177.59	-1878.49	-177.59	1878.49	1878.49	177.59	-1878.49	-177.59	
-0.00	-0.00	182.57	-1875.00	-182.57	1875.00	1875.00	182.57	-1875.00	-182.57	
-0.00	-0.00	187.56	-1871.49	-187.56	1871.49	1871.49	187.56	-1871.49	-187.56	
-0.00	-0.00	192.54	-1867.96	-192.54	1867.96	1867.96	192.54	-1867.96	-192.54	
-0.00	-0.00	197.52	-1864.42	-197.52	1864.42	1864.42	197.52	-1864.42	-197.52	
-0.00	-0.00	202.50	-1860.87	-202.50	1860.87	1860.87	202.50	-1860.87	-202.50	
-0.00	-0.00	207.48	-1857.31	-207.48	1857.31	1857.31	207.48	-1857.31	-207.48	
-0.00	-0.00	212.46	-1853.72	-212.46	1853.72	1853.72	212.46	-1853.72	-212.46	
-0.00	-0.00	217.43	-1850.13	-217.43	1850.13	1850.13	217.43	-1850.13	-217.43	
-0.00	-0.00	222.40	-1846.52	-222.40	1846.52	1846.52	222.40	-1846.52	-222.40	
-0.00	-0.00	227.38	-1842.90	-227.38	1842.90	1842.90	227.38	-1842.90	-227.38	
-0.00	-0.00	232.35	-1839.26	-232.35	1839.26	1839.26	232.35	-1839.26	-232.35	
-0.00	-0.00	237.31	-1835.60	-237.31	1835.60	1835.60	237.31	-1835.60	-237.31	
-0.00	-0.00	242.28	-1831.94	-242.28	1831.94	1831.94	242.28	-1831.94	-242.28	
-0.00	-0.00	247.24	-1828.26	-247.24	1828.26	1828.26	247.24	-1828.26	-247.24	
-0.00	-0.00	252.21	-1824.56	-252.21	1824.56	1824.56	252.21	-1824.56	-252.21	
-0.00	-0.00	257.17	-1820.85	-257.17	1820.85	1820.85	257.17	-1820.85	-257.17	
-0.00	-0.00	262.12	-1817.12	-262.12	1817.12	1817.12	262.12	-1817.12	-262.12	
-0.00	-0.00	267.08	-1813.38	-267.08	1813.38	1813.38	267.08	-1813.38	-267.08	
-0.00	-0.00	272.03	-1809.63	-272.03	1809.63	1809.63	272.03	-1809.63	-272.03	
-0.00	-0.00	276.99	-1805.86	-276.99	1805.86	1805.86	276.99	-1805.86	-276.99	
-0.00	-0.00	281.94	-1802.07	-281.94	1802.07	1802.07	281.94	-1802.07	-281.94	
-0.00	-0.00	286.88	-1798.27	-286.88	1798.27	1798.27	286.88	-1798.27	-286.88	
-0.00	-0.00	291.83	-1794.46	-291.83	1794.46	1794.46	291.83	-1794.46	-291.83	
-0.00	-0.00	296.77	-1790.63	-296.77	1790.63	1790.63	296.77	-1790.63	-296.77	
-0.00	-0.00	301.71	-1786.78	-301.71	1786.78	1786.78	301.71	-1786.78	-301.71	
-0.00	-0.00	306.64	-1782.92	-306.64	1782.92	1782.92	306.64	-1782.92	-306.64	
-0.00	-0.00	311.58	-1779.05	-311.58	1779.05	1779.05	311.58	-1779.05	-311.58	
-0.00	-0.00	316.51	-1775.16	-316.51	1775.16	1775.16	316.51	-1775.16	-316.51	
-0.00	-0.00	321.44	-1771.25	-321.44	1771.25	1771.25	321.44	-1771.25	-321.44	
-0.00	-0.00	326.37	-1767.33	-326.37	1767.33	1767.33	326.37	-1767.33	-326.37	
-0.00	-0.00	331.29	-1763.40	-331.29	1763.40	1763.40	331.29	-1763.40	-331.29	
-0.00	-0.00	336.21	-1759.45	-336.21	1759.45	1759.45	336.21	-1759.45	-336.21	
-0.00	-0.00	341.13	-1755.48	-341.13	1755.48	1755.48	341.13	-1755.48	-341.13	
-0.00	-0.00	346.04	-1751.50	-346.04	1751.50	1751.50	346.04	-1751.50	-346.04	
-0.00	-0.00	350.95	-1747.50	-350.95	1747.50	1747.50	350.95	-1747.50	-350.95	
-0.00	-0.00	355.86	-1743.49	-355.86	1743.49	1743.49	355.86	-1743.49	-355.86	
-0.00	-0.00	360.76	-1739.46	-360.76	1739.46	1739.46	360.76	-1739.46	-360.76	
-0.00	-0.00	365.67	-1735.42	-365.67	1735.42	1735.42	365.67	-1735.42	-365.67	
-0.00	-0.00	370.57	-1731.36	-370.57	1731.36	1731.36	370.57	-1731.36	-370.57	
-0.00	-0.00	375.46	-1727.28	-375.46	1727.28	1727.28	375.46	-1727.28	-375.46	
-0.00	-0.00	380.35	-1723.19	-380.35	1723.19	1723.19	380.35	-1723.19	-380.35	
-0.00	-0.00	385.24	-1719.09	-385.24	1719.09	1719.09	385.24	-1719.09	-385.24	
-0.00	-0.00	390.12	-1714.96	-390.12	1714.96	1714.96	390.12	-1714.96	-390.12	
-0.00	-0.00	395.01	-1710.83	-395.01	1710.83	1710.83	395.01	-1710.83	-395.01	
-0.00	-0.00	399.88	-1706.67	-399.88	1706.67	1706.67	399.88	-1706.67	-399.88	
-0.00	-0.00	404.76	-1702.50	-404.76	1702.50	1702.50	404.76	-1702.50	-404.76	
-0.00	-0.00	409.63	-1698.32	-409.63	1698.32	1698.32	409.63	-1698.32	-409.63	
-0.00	-0.00	414.49	-1694.12	-414.49	1694.12	1694.12	414.49	-1694.12	-414.49	
-0.00	-0.00	419.35	-1689.90	-419.35	1689.90	1689.90	419.35	-1689.90	-419.35	
-0.00	-0.00	424.21	-1685.66	-424.21	1685.66	1685.66	424.21	-1685.66	-424.21	
-0.00	-0.00	429.06	-1681.41	-429.06	1681.41	1681.41	429.06	-1681.41	-429.06	
-0.00	-0.00	433.91	-1677.15	-433.91	1677.15	1677.15	433.91	-1677.15	-433.91	
-0.00	-0.00	438.76	-1672.87	-438.76	1672.87	1672.87	438.76	-1672.87	-438.76	
-0.00	-0.00	443.60	-1668.57	-443.60	1668.57	1668.57	443.60	-1668.57	-443.60	
-0.00	-0.00	448.44	-1664.25	-448.44	1664.25	1664.25	448.44	-1664.25	-448.44	
-0.00	-0.00	453.27	-1659.92	-453.27	1659.92	1659.92	453.27	-1659.92	-453.27	
-0.00	-0.00	458.10	-1655.58	-458.10	1655.58	1655.58	458.10	-1655.58	-458.10	
-0.00	-0.00	462.92	-1651.21	-462.92	1651.21	1651.21	462.92	-1651.21	-462.92	
-0.00	-0.00	467.74	-1646.83	-467.74	1646.83	1646.83	467.74	-1646.83	-467.74	
-0.00	-0.00	472.55	-1642.44	-472.55	1642.44	1642.44	472.55	-1642.44	-472.55	
-0.00	-0.00	477.36	-1638.02	-477.36	1638.02	1638.02	477.36	-1638.02	-477.36	
-0.00	-0.00	482.17	-1633.59	-482.17	1633.59	1633.59	482.17	-1633.59	-482.17	
-0.00	-0.00	486.97	-1629.15	-486.97	1629.15	1629.15	486.97	-1629.15	-486.97	
-0.00	-0.00	491.76	-1624.69	-491.76	1624.69	1624.69	491.76	-1624.69	-491.76	
-0.00	-0.00	496.55	-1620.21	-496.55	1620.21	1620.21	496.55	-1620.21	-496.55	
-0.00	-0.00	501.33	-1615.71	-501.33	1615.71	1615.71	501.33	-1615.71	-501.33	
-0.00	-0.00	506.11	-1611.20	-506.11	1611.20	1611.20	506.11	-1611.20	-506.11	
-0.00	-0.00	510.89	-1606.67	-510.89	1606.67	1606.67	510.89	-1606.67	-510.89	
-0.00	-0.00	515.66	-1602.12	-515.66	1602.12	1602.12	515.66	-1602.12	-515.66	
-0.00	-0.00	520.42	-1597.56	-520.42	1597.56	1597.56	520.42	-1597.56	-520.42	
-0.00	-0.00	525.18	-1592.98	-525.18	1592.98	1592.98	525.18	-1592.98	-525.18	
-0.00	-0.00	529.93	-1588.38	-529.93	1588.38	1588.38	529.93	-1588.38	-529.93	
-0.00	-0.00	534.67	-1583.77	-534.67	1583.77	1583.77	534.67	-1583.77	-534.67	
-0.00	-0.00	539.41	-1579.14	-539.41	1579.14	1579.14	539.41	-1579.14	-539.41	
-0.00	-0.00	544.15	-1574.49	-544.15	1574.49	1574.49	544.15	-1574.49	-544.15	
-0.00	-0.00	548.88	-1569.83	-548.88	1569.83	1569.83	548.88	-1569.83	-548.88	
-0.00	-0.00	553.60	-1565.15	-553.60	1565.15	1565.15	553.60	-1565.15	-553.60	
-0.00	-0.00	558.32	-1560.45	-558.32	1560.45	1560.45	558.32	-1560.45	-558.32	
-0.00	-0.00	563.03	-1555.73	-563.03	1555.73	1555.73	563.03	-1555.73	-563.03	
-0.00	-0.00	567.73	-1551.00	-567.73	1551.00	1551.00	567.73	-1551.00	-567.73	
-0.00	-0.00	572.43	-1546.25	-572.43	1546.25	1546.25	572.43	-1546.25	-572.43	
-0.00	-0.00	577.12	-1541.48	-577.12	1541.48	1541.48	577.12	-1541.48	-577.12	
-0.00	-0.00	581.80	-1536.69	-581.80	1536.69	1536.69	581.80	-1536.69	-581.80	
-0.00	-0.00	586.48	-1531.89	-586.48	1531.89	1531.89	586.48	-1531.89	-586.48	
-0.00	-0.00	591.15	-1527.07	-591.15	1527.07	1527.07	591.15	-1527.07	-591.15	
-0.00	-0.00	595.82	-1522.23	-595.82	1522.23	1522.23	595.82	-1522.23	-595.82	
-0.00	-0.00	600.47	-1517.38	-600.47	1517.38	1517.38	600.47	-1517.38	-600.47	
-0.00	-0.00	605.12	-1512.50	-605.12	1512.50	1512.50	605.12	-1512.50	-605.12	
-0.00	-0.00	609.77	-1507.61	-609.77	1507.61	1507.61	609.77	-1507.61	-609.77	
-0.00	-0.00	614.40	-1502.71	-614.40	1502.71	1502.71	614.40	-1502.71	-614.40	
-0.00	-0.00	619.03	-1497.78	-619.03	1497.78	1497.78	619.03	-1497.78	-619.03	
-0.00	-0.00	623.66	-1492.84	-623.66	1492.84	1492.84	623.66	-1492.84	-623.66	
-0.00	-0.00	628.27	-1487.88	-628.27	1487.88	1487.88	628.27	-1487.88	-628.27	
-0.00	-0.00	632.88	-1482.90	-632.88	1482.90	1482.90	632.88	-1482.90	-632.88	
-0.00	-0.00	637.48	-1477.90	-637.48	1477.90	1477.90	637.48	-1477.90	-637.48	
-0.00	-0.00	642.07	-1472.89	-642.07	1472.89	1472.89	642.07	-1472.89	-642.07	
-0.00	-0.00	646.65	-1467.86	-646.65	1467.86	1467.86	646.65	-1467.86	-646.65	
-0.00	-0.00	651.23	-1462.81	-651.23	1462.81	1462.81	651.23	-1462.81	-651.23	
-0.00	-0.00	655.80	-1457.74	-655.80	1457.74	1457.74	655.80	-1457.74	-655.80	
-0.00	-0.00	660.36	-1452.66	-660.36	1452.66	1452.66	660.36	-1452.66	-660.36	
-0.00	-0.00	664.91	-1447.55	-664.91	1447.55	1447.55	664.91	-1447.55	-664.91	
-0.00	-0.00	669.45	-1442.43	-669.45	1442.43	1442.43	669.45	-1442.43	-669.45	
-0.00	-0.00	673.99	-1437.29	-673.99	1437.29	1437.29	673.99	-1437.29	-673.99	
-0.00	-0.00	678.51	-1432.14	-678.51	1432.14	1432.14	678.51	-1432.14	-678.51	
-0.00	-0.00	683.03	-1426.96	-683.03	1426.96	1426.96	683.03	-1426.96	-683.03	
-0.00	-0.00	687.54	-1421.77	-687.54	1421.77	1421.77	687.54	-1421.77	-687.54	
-0.00	-0.00	692.04	-1416.56	-692.04	1416.56	1416.56	692.04	-1416.56	-692.04	
-0.00	-0.00	696.53	-1411.33	-696.53	1411.33	1411.33	696.53	-1411.33	-696.53	
-0.00	-0.00	701.01	-1406.08	-701.01	1406.08	1406.08	701.01	-1406.08	-701.01	
-0.00	-0.00	705.49	-1400.82	-705.49	1400.82	1400.82	705.49	-1400.82	-705.49	
-0.00	-0.00	709.95	-1395.53	-709.95	1395.53	1395.53	709.95	-1395.53	-709.95	
-0.00	-0.00	714.41	-1390.23	-714.41	1390.23	1390.23	714.41	-1390.23	-714.41	
-0.00	-0.00	718.85	-1384.91	-718.85	1384.91	1384.91	718.85	-1384.91	-718.85	
-0.00	-0.00	723.29	-1379.57	-723.29	1379.57	1379.57	723.29	-1379.57	-723.29	
-0.00	-0.00	727.71	-1374.22	-727.71	1374.22	1374.22	727.71	-1374.22	-727.71	
-0.00	-0.00	732.13	-1368.84	-732.13	1368.84	1368.84	732.13	-1368.84	-732.13	
-0.00	-0.00	736.54	-1363.45	-736.54	1363.45	1363.45	736.54	-1363.45	-736.54	
-0.00	-0.00	740.94	-1358.04	-740.94	1358.04	1358.04	740.94	-1358.04	-740.94	
-0.00	-0.00	745.32	-1352.61	-745.32	1352.61	1352.61	745.32	-1352.61	-745.32	
-0.00	-0.00	749.70	-1347.16	-749.70	1347.16	1347.16	749.70	-1347.16	-749.70	
-0.00	-0.00	754.06	-1341.69	-754.06	1341.69	1341.69	754.06	-1341.69	-754.06	
-0.00	-0.00	758.42	-1336.21	-758.42	1336.21	1336.21	758.42	-1336.21	-758.42	
-0.00	-0.00	762.77	-1330.70	-762.77	1330.70	1330.70	762.77	-1330.70	-762.77	
-0.00	-0.00	767.10	-1325.18	-767.10	1325.18	1325.18	767.10	-1325.18	-767.10	
-0.00	-0.00	771.42	-1319.64	-771.42	1319.64	1319.64	771.42	-1319.64	-771.42	
-0.00	-0.00	775.74	-1314.08	-775.74	1314.08	1314.08	775.74	-1314.08	-775.74	
-0.00	-0.00	780.04	-1308.50	-780.04	1308.50	1308.50	780.04	-1308.50	-780.04	
-0.00	-0.00	784.33	-1302.91	-784.33	1302.91	1302.91	784.33	-1302.91	-784.33	
-0.00	-0.00	788.61	-1297.29	-788.61	1297.29	1297.29	788.61	-1297.29	-788.61	
-0.00	-0.00	792.88	-1291.66	-792.88	1291.66	1291.66	792.88	-1291.66	-792.88	
