X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	
0.00	-0.00	-4269.16	1422.15	4269.16	-1422.15	-1422.15	-4269.16	1422.15	4269.16	
0.00	-0.00	-4270.75	1420.36	4270.75	-1420.36	-1420.36	-4270.75	1420.36	4270.75	
0.00	-0.00	-4272.34	1418.56	4272.34	-1418.56	-1418.56	-4272.34	1418.56	4272.34	
0.00	-0.00	-4273.93	1416.77	4273.93	-1416.77	-1416.77	-4273.93	1416.77	4273.93	
0.00	-0.00	-4275.51	1414.97	4275.51	-1414.97	-1414.97	-4275.51	1414.97	4275.51	
0.00	-0.00	-4277.09	1413.17	4277.09	-1413.17	-1413.17	-4277.09	1413.17	4277.09	
0.00	-0.00	-4278.67	1411.37	4278.67	-1411.37	-1411.37	-4278.67	1411.37	4278.67	
0.00	-0.00	-4280.25	1409.57	4280.25	-1409.57	-1409.57	-4280.25	1409.57	4280.25	
0.00	-0.00	-4281.82	1407.78	4281.82	-1407.78	-1407.78	-4281.82	1407.78	4281.82	
0.00	-0.00	-4283.40	1405.97	4283.40	-1405.97	-1405.97	-4283.40	1405.97	4283.40	
0.00	-0.00	-4284.97	1404.17	4284.97	-1404.17	-1404.17	-4284.97	1404.17	4284.97	
0.00	-0.00	-4286.53	1402.37	4286.53	-1402.37	-1402.37	-4286.53	1402.37	4286.53	
0.00	-0.00	-4288.10	1400.57	4288.10	-1400.57	-1400.57	-4288.10	1400.57	4288.10	
0.00	-0.00	-4289.66	1398.77	4289.66	-1398.77	-1398.77	-4289.66	1398.77	4289.66	
0.00	-0.00	-4291.22	1396.96	4291.22	-1396.96	-1396.96	-4291.22	1396.96	4291.22	
0.00	-0.00	-4292.78	1395.16	4292.78	-1395.16	-1395.16	-4292.78	1395.16	4292.78	
0.00	-0.00	-4294.34	1393.35	4294.34	-1393.35	-1393.35	-4294.34	1393.35	4294.34	
0.00	-0.00	-4295.89	1391.54	4295.89	-1391.54	-1391.54	-4295.89	1391.54	4295.89	
0.00	-0.00	-4297.44	1389.74	4297.44	-1389.74	-1389.74	-4297.44	1389.74	4297.44	
0.00	-0.00	-4298.99	1387.93	4298.99	-1387.93	-1387.93	-4298.99	1387.93	4298.99	
0.00	-0.00	-4300.54	1386.12	4300.54	-1386.12	-1386.12	-4300.54	1386.12	4300.54	
0.00	-0.00	-4302.08	1384.31	4302.08	-1384.31	-1384.31	-4302.08	1384.31	4302.08	
0.00	-0.00	-4303.62	1382.50	4303.62	-1382.50	-1382.50	-4303.62	1382.50	4303.62	
0.00	-0.00	-4305.16	1380.69	4305.16	-1380.69	-1380.69	-4305.16	1380.69	4305.16	
0.00	-0.00	-4306.70	1378.88	4306.70	-1378.88	-1378.88	-4306.70	1378.88	4306.70	
0.00	-0.00	-4308.24	1377.07	4308.24	-1377.07	-1377.07	-4308.24	1377.07	4308.24	
0.00	-0.00	-4309.77	1375.25	4309.77	-1375.25	-1375.25	-4309.77	1375.25	4309.77	
0.00	-0.00	-4311.30	1373.44	4311.30	-1373.44	-1373.44	-4311.30	1373.44	4311.30	
0.00	-0.00	-4312.83	1371.62	4312.83	-1371.62	-1371.62	-4312.83	1371.62	4312.83	
0.00	-0.00	-4314.35	1369.81	4314.35	-1369.81	-1369.81	-4314.35	1369.81	4314.35	
0.00	-0.00	-4315.88	1367.99	4315.88	-1367.99	-1367.99	-4315.88	1367.99	4315.88	
0.00	-0.00	-4317.40	1366.18	4317.40	-1366.18	-1366.18	-4317.40	1366.18	4317.40	
0.00	-0.00	-4318.92	1364.36	4318.92	-1364.36	-1364.36	-4318.92	1364.36	4318.92	
0.00	-0.00	-4320.43	1362.54	4320.43	-1362.54	-1362.54	-4320.43	1362.54	4320.43	
0.00	-0.00	-4321.95	1360.72	4321.95	-1360.72	-1360.72	-4321.95	1360.72	4321.95	
0.00	-0.00	-4323.46	1358.90	4323.46	-1358.90	-1358.90	-4323.46	1358.90	4323.46	
0.00	-0.00	-4324.97	1357.08	4324.97	-1357.08	-1357.08	-4324.97	1357.08	4324.97	
0.00	-0.00	-4326.48	1355.26	4326.48	-1355.26	-1355.26	-4326.48	1355.26	4326.48	
0.00	-0.00	-4327.98	1353.44	4327.98	-1353.44	-1353.44	-4327.98	1353.44	4327.98	
0.00	-0.00	-4329.48	1351.61	4329.48	-1351.61	-1351.61	-4329.48	1351.61	4329.48	
0.00	-0.00	-4330.98	1349.79	4330.98	-1349.79	-1349.79	-4330.98	1349.79	4330.98	
0.00	-0.00	-4332.48	1347.97	4332.48	-1347.97	-1347.97	-4332.48	1347.97	4332.48	
0.00	-0.00	-4333.98	1346.14	4333.98	-1346.14	-1346.14	-4333.98	1346.14	4333.98	
0.00	-0.00	-4335.47	1344.32	4335.47	-1344.32	-1344.32	-4335.47	1344.32	4335.47	
0.00	-0.00	-4336.96	1342.49	4336.96	-1342.49	-1342.49	-4336.96	1342.49	4336.96	
0.00	-0.00	-4338.45	1340.66	4338.45	-1340.66	-1340.66	-4338.45	1340.66	4338.45	
0.00	-0.00	-4339.93	1338.83	4339.93	-1338.83	-1338.83	-4339.93	1338.83	4339.93	
0.00	-0.00	-4341.42	1337.01	4341.42	-1337.01	-1337.01	-4341.42	1337.01	4341.42	
0.00	-0.00	-4342.90	1335.18	4342.90	-1335.18	-1335.18	-4342.90	1335.18	4342.90	
0.00	-0.00	-4344.38	1333.35	4344.38	-1333.35	-1333.35	-4344.38	1333.35	4344.38	
0.00	-0.00	-4345.86	1331.52	4345.86	-1331.52	-1331.52	-4345.86	1331.52	4345.86	
0.00	-0.00	-4347.33	1329.69	4347.33	-1329.69	-1329.69	-4347.33	1329.69	4347.33	
0.00	-0.00	-4348.80	1327.85	4348.80	-1327.85	-1327.85	-4348.80	1327.85	4348.80	
0.00	-0.00	-4350.27	1326.02	4350.27	-1326.02	-1326.02	-4350.27	1326.02	4350.27	
0.00	-0.00	-4351.74	1324.19	4351.74	-1324.19	-1324.19	-4351.74	1324.19	4351.74	
0.00	-0.00	-4353.21	1322.35	4353.21	-1322.35	-1322.35	-4353.21	1322.35	4353.21	
0.00	-0.00	-4354.67	1320.52	4354.67	-1320.52	-1320.52	-4354.67	1320.52	4354.67	
0.00	-0.00	-4356.13	1318.68	4356.13	-1318.68	-1318.68	-4356.13	1318.68	4356.13	
0.00	-0.00	-4357.59	1316.85	4357.59	-1316.85	-1316.85	-4357.59	1316.85	4357.59	
0.00	-0.00	-4359.04	1315.01	4359.04	-1315.01	-1315.01	-4359.04	1315.01	4359.04	
0.00	-0.00	-4360.50	1313.17	4360.50	-1313.17	-1313.17	-4360.50	1313.17	4360.50	
0.00	-0.00	-4361.95	1311.33	4361.95	-1311.33	-1311.33	-4361.95	1311.33	4361.95	
0.00	-0.00	-4363.40	1309.49	4363.40	-1309.49	-1309.49	-4363.40	1309.49	4363.40	
0.00	-0.00	-4364.85	1307.65	4364.85	-1307.65	-1307.65	-4364.85	1307.65	4364.85	
0.00	-0.00	-4366.29	1305.81	4366.29	-1305.81	-1305.81	-4366.29	1305.81	4366.29	
0.00	-0.00	-4367.73	1303.97	4367.73	-1303.97	-1303.97	-4367.73	1303.97	4367.73	
0.00	-0.00	-4369.17	1302.13	4369.17	-1302.13	-1302.13	-4369.17	1302.13	4369.17	
0.00	-0.00	-4370.61	1300.29	4370.61	-1300.29	-1300.29	-4370.61	1300.29	4370.61	
0.00	-0.00	-4372.04	1298.45	4372.04	-1298.45	-1298.45	-4372.04	1298.45	4372.04	
0.00	-0.00	-4373.48	1296.60	4373.48	-1296.60	-1296.60	-4373.48	1296.60	4373.48	
0.00	-0.00	-4374.91	1294.76	4374.91	-1294.76	-1294.76	-4374.91	1294.76	4374.91	
0.00	-0.00	-4376.34	1292.91	4376.34	-1292.91	-1292.91	-4376.34	1292.91	4376.34	
0.00	-0.00	-4377.76	1291.07	4377.76	-1291.07	-1291.07	-4377.76	1291.07	4377.76	
0.00	-0.00	-4379.19	1289.22	4379.19	-1289.22	-1289.22	-4379.19	1289.22	4379.19	
0.00	-0.00	-4380.61	1287.37	4380.61	-1287.37	-1287.37	-4380.61	1287.37	4380.61	
0.00	-0.00	-4382.03	1285.52	4382.03	-1285.52	-1285.52	-4382.03	1285.52	4382.03	
0.00	-0.00	-4383.44	1283.68	4383.44	-1283.68	-1283.68	-4383.44	1283.68	4383.44	
0.00	-0.00	-4384.86	1281.83	4384.86	-1281.83	-1281.83	-4384.86	1281.83	4384.86	
0.00	-0.00	-4386.27	1279.98	4386.27	-1279.98	-1279.98	-4386.27	1279.98	4386.27	
0.00	-0.00	-4387.68	1278.13	4387.68	-1278.13	-1278.13	-4387.68	1278.13	4387.68	
0.00	-0.00	-4389.09	1276.27	4389.09	-1276.27	-1276.27	-4389.09	1276.27	4389.09	
0.00	-0.00	-4390.49	1274.42	4390.49	-1274.42	-1274.42	-4390.49	1274.42	4390.49	
0.00	-0.00	-4391.90	1272.57	4391.90	-1272.57	-1272.57	-4391.90	1272.57	4391.90	
0.00	-0.00	-4393.30	1270.72	4393.30	-1270.72	-1270.72	-4393.30	1270.72	4393.30	
0.00	-0.00	-4394.70	1268.86	4394.70	-1268.86	-1268.86	-4394.70	1268.86	4394.70	
0.00	-0.00	-4396.09	1267.01	4396.09	-1267.01	-1267.01	-4396.09	1267.01	4396.09	
0.00	-0.00	-4397.49	1265.15	4397.49	-1265.15	-1265.15	-4397.49	1265.15	4397.49	
0.00	-0.00	-4398.88	1263.30	4398.88	-1263.30	-1263.30	-4398.88	1263.30	4398.88	
0.00	-0.00	-4400.27	1261.44	4400.27	-1261.44	-1261.44	-4400.27	1261.44	4400.27	
0.00	-0.00	-4401.65	1259.58	4401.65	-1259.58	-1259.58	-4401.65	1259.58	4401.65	
0.00	-0.00	-4403.04	1257.72	4403.04	-1257.72	-1257.72	-4403.04	1257.72	4403.04	
0.00	-0.00	-4404.42	1255.87	4404.42	-1255.87	-1255.87	-4404.42	1255.87	4404.42	
0.00	-0.00	-4405.80	1254.01	4405.80	-1254.01	-1254.01	-4405.80	1254.01	4405.80	
0.00	-0.00	-4407.18	1252.15	4407.18	-1252.15	-1252.15	-4407.18	1252.15	4407.18	
0.00	-0.00	-4408.55	1250.29	4408.55	-1250.29	-1250.29	-4408.55	1250.29	4408.55	
0.00	-0.00	-4409.93	1248.42	4409.93	-1248.42	-1248.42	-4409.93	1248.42	4409.93	
0.00	-0.00	-4411.30	1246.56	4411.30	-1246.56	-1246.56	-4411.30	1246.56	4411.30	
0.00	-0.00	-4412.67	1244.70	4412.67	-1244.70	-1244.70	-4412.67	1244.70	4412.67	
0.00	-0.00	-4414.03	1242.84	4414.03	-1242.84	-1242.84	-4414.03	1242.84	4414.03	
0.00	-0.00	-4415.40	1240.97	4415.40	-1240.97	-1240.97	-4415.40	1240.97	4415.40	
0.00	-0.00	-4416.76	1239.11	4416.76	-1239.11	-1239.11	-4416.76	1239.11	4416.76	
0.00	-0.00	-4418.12	1237.24	4418.12	-1237.24	-1237.24	-4418.12	1237.24	4418.12	
0.00	-0.00	-4419.48	1235.38	4419.48	-1235.38	-1235.38	-4419.48	1235.38	4419.48	
0.00	-0.00	-4420.83	1233.51	4420.83	-1233.51	-1233.51	-4420.83	1233.51	4420.83	
0.00	-0.00	-4422.18	1231.65	4422.18	-1231.65	-1231.65	-4422.18	1231.65	4422.18	
0.00	-0.00	-4423.53	1229.78	4423.53	-1229.78	-1229.78	-4423.53	1229.78	4423.53	
0.00	-0.00	-4424.88	1227.91	4424.88	-1227.91	-1227.91	-4424.88	1227.91	4424.88	
0.00	-0.00	-4426.23	1226.04	4426.23	-1226.04	-1226.04	-4426.23	1226.04	4426.23	
0.00	-0.00	-4427.57	1224.17	4427.57	-1224.17	-1224.17	-4427.57	1224.17	4427.57	
0.00	-0.00	-4428.91	1222.30	4428.91	-1222.30	-1222.30	-4428.91	1222.30	4428.91	
0.00	-0.00	-4430.25	1220.43	4430.25	-1220.43	-1220.43	-4430.25	1220.43	4430.25	
0.00	-0.00	-4431.59	1218.56	4431.59	-1218.56	-1218.56	-4431.59	1218.56	4431.59	
0.00	-0.00	-4432.92	1216.69	4432.92	-1216.69	-1216.69	-4432.92	1216.69	4432.92	
0.00	-0.00	-4434.25	1214.81	4434.25	-1214.81	-1214.81	-4434.25	1214.81	4434.25	
0.00	-0.00	-4435.58	1212.94	4435.58	-1212.94	-1212.94	-4435.58	1212.94	4435.58	
0.00	-0.00	-4436.91	1211.07	4436.91	-1211.07	-1211.07	-4436.91	1211.07	4436.91	
0.00	-0.00	-4438.24	1209.19	4438.24	-1209.19	-1209.19	-4438.24	1209.19	4438.24	
0.00	-0.00	-4439.56	1207.32	4439.56	-1207.32	-1207.32	-4439.56	1207.32	4439.56	
0.00	-0.00	-4440.88	1205.44	4440.88	-1205.44	-1205.44	-4440.88	1205.44	4440.88	
0.00	-0.00	-4442.20	1203.56	4442.20	-1203.56	-1203.56	-4442.20	1203.56	4442.20	
0.00	-0.00	-4443.51	1201.69	4443.51	-1201.69	-1201.69	-4443.51	1201.69	4443.51	
0.00	-0.00	-4444.83	1199.81	4444.83	-1199.81	-1199.81	-4444.83	1199.81	4444.83	
0.00	-0.00	-4446.14	1197.93	4446.14	-1197.93	-1197.93	-4446.14	1197.93	4446.14	
0.00	-0.00	-4447.45	1196.05	4447.45	-1196.05	-1196.05	-4447.45	1196.05	4447.45	
0.00	-0.00	-4448.75	1194.17	4448.75	-1194.17	-1194.17	-4448.75	1194.17	4448.75	
0.00	-0.00	-4450.06	1192.29	4450.06	-1192.29	-1192.29	-4450.06	1192.29	4450.06	
0.00	-0.00	-4451.36	1190.41	4451.36	-1190.41	-1190.41	-4451.36	1190.41	4451.36	
0.00	-0.00	-4452.66	1188.53	4452.66	-1188.53	-1188.53	-4452.66	1188.53	4452.66	
0.00	-0.00	-4453.96	1186.65	4453.96	-1186.65	-1186.65	-4453.96	1186.65	4453.96	
0.00	-0.00	-4455.26	1184.77	4455.26	-1184.77	-1184.77	-4455.26	1184.77	4455.26	
0.00	-0.00	-4456.55	1182.88	4456.55	-1182.88	-1182.88	-4456.55	1182.88	4456.55	
0.00	-0.00	-4457.84	1181.00	4457.84	-1181.00	-1181.00	-4457.84	1181.00	4457.84	
0.00	-0.00	-4459.13	1179.12	4459.13	-1179.12	-1179.12	-4459.13	1179.12	4459.13	
0.00	-0.00	-4460.41	1177.23	4460.41	-1177.23	-1177.23	-4460.41	1177.23	4460.41	
0.00	-0.00	-4461.70	1175.35	4461.70	-1175.35	-1175.35	-4461.70	1175.35	4461.70	
0.00	-0.00	-4462.98	1173.46	4462.98	-1173.46	-1173.46	-4462.98	1173.46	4462.98	
0.00	-0.00	-4464.26	1171.57	4464.26	-1171.57	-1171.57	-4464.26	1171.57	4464.26	
0.00	-0.00	-4465.54	1169.68	4465.54	-1169.68	-1169.68	-4465.54	1169.68	4465.54	
0.00	-0.00	-4466.81	1167.80	4466.81	-1167.80	-1167.80	-4466.81	1167.80	4466.81	
0.00	-0.00	-4468.09	1165.91	4468.09	-1165.91	-1165.91	-4468.09	1165.91	4468.09	
0.00	-0.00	-4469.36	1164.02	4469.36	-1164.02	-1164.02	-4469.36	1164.02	4469.36	
0.00	-0.00	-4470.62	1162.13	4470.62	-1162.13	-1162.13	-4470.62	1162.13	4470.62	
0.00	-0.00	-4471.89	1160.24	4471.89	-1160.24	-1160.24	-4471.89	1160.24	4471.89	
0.00	-0.00	-4473.15	1158.35	4473.15	-1158.35	-1158.35	-4473.15	1158.35	4473.15	
0.00	-0.00	-4474.41	1156.46	4474.41	-1156.46	-1156.46	-4474.41	1156.46	4474.41	
0.00	-0.00	-4475.67	1154.57	4475.67	-1154.57	-1154.57	-4475.67	1154.57	4475.67	
0.00	-0.00	-4476.93	1152.67	4476.93	-1152.67	-1152.67	-4476.93	1152.67	4476.93	
0.00	-0.00	-4478.19	1150.78	4478.19	-1150.78	-1150.78	-4478.19	1150.78	4478.19	
0.00	-0.00	-4479.44	1148.89	4479.44	-1148.89	-1148.89	-4479.44	1148.89	4479.44	
0.00	-0.00	-4480.69	1146.99	4480.69	-1146.99	-1146.99	-4480.69	1146.99	4480.69	
0.00	-0.00	-4481.94	1145.10	4481.94	-1145.10	-1145.10	-4481.94	1145.10	4481.94	
0.00	-0.00	-4483.18	1143.20	4483.18	-1143.20	-1143.20	-4483.18	1143.20	4483.18	
0.00	-0.00	-4484.42	1141.30	4484.42	-1141.30	-1141.30	-4484.42	1141.30	4484.42	
0.00	-0.00	-4485.67	1139.41	4485.67	-1139.41	-1139.41	-4485.67	1139.41	4485.67	
0.00	-0.00	-4486.90	1137.51	4486.90	-1137.51	-1137.51	-4486.90	1137.51	4486.90	
0.00	-0.00	-4488.14	1135.61	4488.14	-1135.61	-1135.61	-4488.14	1135.61	4488.14	
0.00	-0.00	-4489.37	1133.71	4489.37	-1133.71	-1133.71	-4489.37	1133.71	4489.37	
0.00	-0.00	-4490.61	1131.82	4490.61	-1131.82	-1131.82	-4490.61	1131.82	4490.61	
0.00	-0.00	-4491.84	1129.92	4491.84	-1129.92	-1129.92	-4491.84	1129.92	4491.84	
0.00	-0.00	-4493.06	1128.02	4493.06	-1128.02	-1128.02	-4493.06	1128.02	4493.06	
0.00	-0.00	-4494.29	1126.11	4494.29	-1126.11	-1126.11	-4494.29	1126.11	4494.29	
0.00	-0.00	-4495.51	1124.21	4495.51	-1124.21	-1124.21	-4495.51	1124.21	4495.51	
0.00	-0.00	-4496.73	1122.31	4496.73	-1122.31	-1122.31	-4496.73	1122.31	4496.73	
0.00	-0.00	-4497.95	1120.41	4497.95	-1120.41	-1120.41	-4497.95	1120.41	4497.95	
0.00	-0.00	-4499.17	1118.51	4499.17	-1118.51	-1118.51	-4499.17	1118.51	4499.17	
0.00	-0.00	-4500.38	1116.60	4500.38	-1116.60	-1116.60	-4500.38	1116.60	4500.38	
0.00	-0.00	-4501.59	1114.70	4501.59	-1114.70	-1114.70	-4501.59	1114.70	4501.59	
0.00	-0.00	-4502.80	1112.79	4502.80	-1112.79	-1112.79	-4502.80	1112.79	4502.80	
0.00	-0.00	-4504.01	1110.89	4504.01	-1110.89	-1110.89	-4504.01	1110.89	4504.01	
0.00	-0.00	-4505.21	1108.98	4505.21	-1108.98	-1108.98	-4505.21	1108.98	4505.21	
0.00	-0.00	-4506.42	1107.08	4506.42	-1107.08	-1107.08	-4506.42	1107.08	4506.42	
0.00	-0.00	-4507.62	1105.17	4507.62	-1105.17	-1105.17	-4507.62	1105.17	4507.62	
0.00	-0.00	-4508.81	1103.26	4508.81	-1103.26	-1103.26	-4508.81	1103.26	4508.81	
0.00	-0.00	-4510.01	1101.35	4510.01	-1101.35	-1101.35	-4510.01	1101.35	4510.01	
0.00	-0.00	-4511.20	1099.45	4511.20	-1099.45	-1099.45	-4511.20	1099.45	4511.20	
0.00	-0.00	-4512.40	1097.54	4512.40	-1097.54	-1097.54	-4512.40	1097.54	4512.40	
0.00	-0.00	-4513.58	1095.63	4513.58	-1095.63	-1095.63	-4513.58	1095.63	4513.58	
0.00	-0.00	-4514.77	1093.72	4514.77	-1093.72	-1093.72	-4514.77	1093.72	4514.77	
0.00	-0.00	-4515.96	1091.81	4515.96	-1091.81	-1091.81	-4515.96	1091.81	4515.96	
0.00	-0.00	-4517.14	1089.90	4517.14	-1089.90	-1089.90	-4517.14	1089.90	4517.14	
0.00	-0.00	-4518.32	1087.98	4518.32	-1087.98	-1087.98	-4518.32	1087.98	4518.32	
0.00	-0.00	-4519.50	1086.07	4519.50	-1086.07	-1086.07	-4519.50	1086.07	4519.50	
0.00	-0.00	-4520.67	1084.16	4520.67	-1084.16	-1084.16	-4520.67	1084.16	4520.67	
0.00	-0.00	-4521.84	1082.25	4521.84	-1082.25	-1082.25	-4521.84	1082.25	4521.84	
0.00	-0.00	-4523.02	1080.33	4523.02	-1080.33	-1080.33	-4523.02	1080.33	4523.02	
0.00	-0.00	-4524.18	1078.42	4524.18	-1078.42	-1078.42	-4524.18	1078.42	4524.18	
0.00	-0.00	-4525.35	1076.50	4525.35	-1076.50	-1076.50	-4525.35	1076.50	4525.35	
0.00	-0.00	-4526.51	1074.59	4526.51	-1074.59	-1074.59	-4526.51	1074.59	4526.51	
0.00	-0.00	-4527.68	1072.67	4527.68	-1072.67	-1072.67	-4527.68	1072.67	4527.68	
0.00	-0.00	-4528.84	1070.75	4528.84	-1070.75	-1070.75	-4528.84	1070.75	4528.84	
0.00	-0.00	-4529.99	1068.84	4529.99	-1068.84	-1068.84	-4529.99	1068.84	4529.99	
0.00	-0.00	-4531.15	1066.92	4531.15	-1066.92	-1066.92	-4531.15	1066.92	4531.15	
0.00	-0.00	-4532.30	1065.00	4532.30	-1065.00	-1065.00	-4532.30	1065.00	4532.30	
0.00	-0.00	-4533.45	1063.08	4533.45	-1063.08	-1063.08	-4533.45	1063.08	4533.45	
0.00	-0.00	-4534.60	1061.16	4534.60	-1061.16	-1061.16	-4534.60	1061.16	4534.60	
0.00	-0.00	-4535.75	1059.24	4535.75	-1059.24	-1059.24	-4535.75	1059.24	4535.75	
0.00	-0.00	-4536.89	1057.32	4536.89	-1057.32	-1057.32	-4536.89	1057.32	4536.89	
0.00	-0.00	-4538.03	1055.40	4538.03	-1055.40	-1055.40	-4538.03	1055.40	4538.03	
0.00	-0.00	-4539.17	1053.48	4539.17	-1053.48	-1053.48	-4539.17	1053.48	4539.17	
0.00	-0.00	-4540.31	1051.56	4540.31	-1051.56	-1051.56	-4540.31	1051.56	4540.31	
0.00	-0.00	-4541.45	1049.64	4541.45	-1049.64	-1049.64	-4541.45	1049.64	4541.45	
0.00	-0.00	-4542.58	1047.71	4542.58	-1047.71	-1047.71	-4542.58	1047.71	4542.58	
0.00	-0.00	-4543.71	1045.79	4543.71	-1045.79	-1045.79	-4543.71	1045.79	4543.71	
0.00	-0.00	-4544.84	1043.87	4544.84	-1043.87	-1043.87	-4544.84	1043.87	4544.84	
0.00	-0.00	-4545.96	1041.94	4545.96	-1041.94	-1041.94	-4545.96	1041.94	4545.96	
0.00	-0.00	-4547.09	1040.02	4547.09	-1040.02	-1040.02	-4547.09	1040.02	4547.09	
0.00	-0.00	-4548.21	1038.09	4548.21	-1038.09	-1038.09	-4548.21	1038.09	4548.21	
0.00	-0.00	-4549.33	1036.16	4549.33	-1036.16	-1036.16	-4549.33	1036.16	4549.33	
0.00	-0.00	-4550.44	1034.24	4550.44	-1034.24	-1034.24	-4550.44	1034.24	4550.44	
0.00	-0.00	-4551.56	1032.31	4551.56	-1032.31	-1032.31	-4551.56	1032.31	4551.56	
0.00	-0.00	-4552.67	1030.38	4552.67	-1030.38	-1030.38	-4552.67	1030.38	4552.67	
0.00	-0.00	-4553.78	1028.46	4553.78	-1028.46	-1028.46	-4553.78	1028.46	4553.78	
0.00	-0.00	-4554.89	1026.53	4554.89	-1026.53	-1026.53	-4554.89	1026.53	4554.89	
0.00	-0.00	-4556.00	1024.60	4556.00	-1024.60	-1024.60	-4556.00	1024.60	4556.00	
0.00	-0.00	-4557.10	1022.67	4557.10	-1022.67	-1022.67	-4557.10	1022.67	4557.10	
0.00	-0.00	-4558.20	1020.74	4558.20	-1020.74	-1020.74	-4558.20	1020.74	4558.20	
0.00	-0.00	-4559.30	1018.81	4559.30	-1018.81	-1018.81	-4559.30	1018.81	4559.30	
0.00	-0.00	-4560.40	1016.88	4560.40	-1016.88	-1016.88	-4560.40	1016.88	4560.40	
0.00	-0.00	-4561.49	1014.95	4561.49	-1014.95	-1014.95	-4561.49	1014.95	4561.49	
0.00	-0.00	-4562.58	1013.01	4562.58	-1013.01	-1013.01	-4562.58	1013.01	4562.58	
0.00	-0.00	-4563.67	1011.08	4563.67	-1011.08	-1011.08	-4563.67	1011.08	4563.67	
0.00	-0.00	-4564.76	1009.15	4564.76	-1009.15	-1009.15	-4564.76	1009.15	4564.76	
0.00	-0.00	-4565.85	1007.21	4565.85	-1007.21	-1007.21	-4565.85	1007.21	4565.85	
0.00	-0.00	-4566.93	1005.28	4566.93	-1005.28	-1005.28	-4566.93	1005.28	4566.93	
0.00	-0.00	-4568.01	1003.35	4568.01	-1003.35	-1003.35	-4568.01	1003.35	4568.01	
0.00	-0.00	-4569.09	1001.41	4569.09	-1001.41	-1001.41	-4569.09	1001.41	4569.09	
0.00	-0.00	-4570.17	999.47	4570.17	-999.47	-999.47	-4570.17	999.47	4570.17	
0.00	-0.00	-4571.24	997.54	4571.24	-997.54	-997.54	-4571.24	997.54	4571.24	
0.00	-0.00	-4572.32	995.60	4572.32	-995.60	-995.60	-4572.32	995.60	4572.32	
0.00	-0.00	-4573.39	993.67	4573.39	-993.67	-993.67	-4573.39	993.67	4573.39	
0.00	-0.00	-4574.45	991.73	4574.45	-991.73	-991.73	-4574.45	991.73	4574.45	
0.00	-0.00	-4575.52	989.79	4575.52	-989.79	-989.79	-4575.52	989.79	4575.52	
0.00	-0.00	-4576.58	987.85	4576.58	-987.85	-987.85	-4576.58	987.85	4576.58	
0.00	-0.00	-4577.64	985.91	4577.64	-985.91	-985.91	-4577.64	985.91	4577.64	
0.00	-0.00	-4578.70	983.97	4578.70	-983.97	-983.97	-4578.70	983.97	4578.70	
0.00	-0.00	-4579.76	982.03	4579.76	-982.03	-982.03	-4579.76	982.03	4579.76	
0.00	-0.00	-4580.81	980.09	4580.81	-980.09	-980.09	-4580.81	980.09	4580.81	
0.00	-0.00	-4581.87	978.15	4581.87	-978.15	-978.15	-4581.87	978.15	4581.87	
0.00	-0.00	-4582.92	976.21	4582.92	-976.21	-976.21	-4582.92	976.21	4582.92	
0.00	-0.00	-4583.96	974.27	4583.96	-974.27	-974.27	-4583.96	974.27	4583.96	
0.00	-0.00	-4585.01	972.33	4585.01	-972.33	-972.33	-4585.01	972.33	4585.01	
0.00	-0.00	-4586.05	970.38	4586.05	-970.38	-970.38	-4586.05	970.38	4586.05	
0.00	-0.00	-4587.09	968.44	4587.09	-968.44	-968.44	-4587.09	968.44	4587.09	
0.00	-0.00	-4588.13	966.50	4588.13	-966.50	-966.50	-4588.13	966.50	4588.13	
0.00	-0.00	-4589.17	964.55	4589.17	-964.55	-964.55	-4589.17	964.55	4589.17	
0.00	-0.00	-4590.20	962.61	4590.20	-962.61	-962.61	-4590.20	962.61	4590.20	
0.00	-0.00	-4591.23	960.66	4591.23	-960.66	-960.66	-4591.23	960.66	4591.23	
0.00	-0.00	-4592.26	958.72	4592.26	-958.72	-958.72	-4592.26	958.72	4592.26	
0.00	-0.00	-4593.29	956.77	4593.29	-956.77	-956.77	-4593.29	956.77	4593.29	
0.00	-0.00	-4594.32	954.83	4594.32	-954.83	-954.83	-4594.32	954.83	4594.32	
0.00	-0.00	-4595.34	952.88	4595.34	-952.88	-952.88	-4595.34	952.88	4595.34	
0.00	-0.00	-4596.36	950.93	4596.36	-950.93	-950.93	-4596.36	950.93	4596.36	
0.00	-0.00	-4597.38	948.98	4597.38	-948.98	-948.98	-4597.38	948.98	4597.38	
0.00	-0.00	-4598.40	947.04	4598.40	-947.04	-947.04	-4598.40	947.04	4598.40	
0.00	-0.00	-4599.41	945.09	4599.41	-945.09	-945.09	-4599.41	945.09	4599.41	
0.00	-0.00	-4600.42	943.14	4600.42	-943.14	-943.14	-4600.42	943.14	4600.42	
0.00	-0.00	-4601.43	941.19	4601.43	-941.19	-941.19	-4601.43	941.19	4601.43	
0.00	-0.00	-4602.44	939.24	4602.44	-939.24	-939.24	-4602.44	939.24	4602.44	
0.00	-0.00	-4603.45	937.29	4603.45	-937.29	-937.29	-4603.45	937.29	4603.45	
0.00	-0.00	-4604.45	935.34	4604.45	-935.34	-935.34	-4604.45	935.34	4604.45	
0.00	-0.00	-4605.45	933.38	4605.45	-933.38	-933.38	-4605.45	933.38	4605.45	
